19-Dec,D02001,2015,1,6,1,3955000,1711171,2.9,D02
19-Dec,D01011,2015,1,1,1,7098890,5915890,2.9,D01
19-Dec,D01011,2015,1,1,1,12174761,7469380,2.9,D01
19-Dec,D01011,2015,1,1,1,1383992,153912,2.9,D01
19-Dec,D02011,2015,1,6,1,4141820,3321820,2.9,D02
19-Dec,D01011,2015,1,1,1,5339378,892978,2.9,D01
19-Dec,D01011,2015,1,1,1,8078451,3916086,2.9,D01
19-Dec,D02002,2015,1,8,1,1500000,1500000,2.9,D02
19-Dec,D01011,2015,1,1,1,7646440,6372040,2.9,D01
19-Dec,D01011,2015,1,1,1,5386534,1436654,2.9,D01
19-Dec,D02002,2015,1,8,1,1000000,1000000,2.9,D02
19-Dec,D01011,2015,1,1,1,7109160,3317800,2.9,D01
19-Dec,D02002,2015,1,9,1,1500000,1500000,2.9,D02
19-Dec,D01011,2015,1,1,1,5249292,3583732,2.9,D01
19-Dec,D02001,2015,1,6,1,6435000,4038067,2.9,D02
19-Dec,D01011,2015,1,1,1,5117160,4264360,2.9,D01
19-Dec,D01011,2015,1,1,1,1974190,1645190,2.9,D01
19-Dec,D02002,2015,1,9,1,1500000,1500000,2.9,D02
19-Dec,D01011,2015,1,1,1,10253854,8745017,2.9,D01
19-Dec,D02002,2015,1,8,1,1500000,1500000,2.9,D02
19-Dec,D02002,2015,1,8,1,1000000,851290,2.9,D02
19-Dec,D02002,2015,1,9,1,1100000,1100000,2.9,D02
19-Dec,D02001,2015,1,6,1,3417000,1803388,2.9,D02
19-Dec,D01002,2015,1,1,1,1000000,1000000,2.9,D01
19-Dec,D02001,2015,1,6,1,4200000,1141474,2.9,D02
19-Dec,D02002,2015,1,9,1,1000000,1000000,2.9,D02
19-Dec,D02002,2015,1,8,1,1500000,1500000,2.9,D02
19-Dec,D02002,2015,1,8,1,500000,500000,2.9,D02
19-Dec,D01002,2015,1,1,1,1000000,1000000,2.9,D01
19-Dec,D01002,2015,1,1,1,1000000,1000000,2.9,D01
19-Dec,D01011,2015,1,1,1,13459100,9188226,2.9,D01
19-Dec,D01011,2015,1,1,1,4332090,3610090,2.9,D01
19-Dec,D01002,2015,1,1,1,1000000,431822,2.9,D01
19-Dec,D01011,2015,1,1,1,5500000,1545788,2.9,D01
19-Dec,D01002,2015,1,1,1,1000000,841322,2.9,D01
19-Dec,D01011,2015,1,1,1,4720000,4025552,2.9,D01
19-Dec,D01011,2015,1,1,1,4765960,3177360,2.9,D01
19-Dec,D02002,2015,1,8,1,1500000,1500000,2.9,D02
19-Dec,D02002,2015,1,9,1,600000,600000,2.9,D02
19-Dec,D02011,2015,1,6,1,8024970,7201786,2.9,D02
19-Dec,D02001,2015,1,6,1,3630000,2733958,2.9,D02
19-Dec,D01011,2015,1,1,1,5323740,3549340,2.9,D01
19-Dec,D01011,2015,1,1,1,10239569,6990391,2.9,D01
19-Dec,D01011,2015,1,1,1,3149760,2099960,2.9,D01
19-Dec,D01011,2015,1,1,1,5842244,2726404,2.9,D01
19-Dec,D01011,2015,1,1,1,3309290,275930,2.9,D01
19-Dec,D02001,2015,1,6,1,2725499,1830046,2.9,D02
19-Dec,D02001,2015,1,6,1,3361000,3361000,2.9,D02
19-Dec,D01011,2015,1,1,1,4574866,1017186,2.9,D01
19-Dec,D01011,2015,1,1,1,3627193,2418193,2.9,D01
19-Dec,D02001,2015,1,6,1,469346,25763,2.9,D02
19-Dec,D02002,2015,1,8,1,600000,600000,2.9,D02
19-Dec,D02002,2015,1,9,1,1500000,598117,2.9,D02
19-Dec,D02002,2015,1,9,1,1500000,1500000,2.9,D02
19-Dec,D02002,2015,1,8,1,1500000,1500000,2.9,D02
19-Dec,D01011,2015,1,1,1,9270960,6475960,2.9,D01
19-Dec,D01011,2015,1,1,1,2822815,1882015,2.9,D01
19-Dec,D01011,2015,1,1,1,3102380,276841,2.9,D01
19-Dec,D01011,2015,1,1,1,740000,49520,2.9,D01
19-Dec,D01011,2015,1,1,1,4021850,2681250,2.9,D01
19-Dec,D01011,2015,1,1,1,1936655,1291255,2.9,D01
19-Dec,D01002,2015,1,1,1,1000000,281204,2.9,D01
19-Dec,D02002,2015,1,9,1,1500000,1500000,2.9,D02
19-Dec,D02001,2015,1,6,1,5216000,4471923,2.9,D02
19-Dec,D02002,2015,1,9,1,700000,700000,2.9,D02
19-Dec,D02001,2015,1,6,1,2365000,52814,2.9,D02
19-Dec,D02002,2015,1,8,1,1500000,1500000,2.9,D02
19-Dec,D02001,2015,1,6,1,3800000,3321134,2.9,D02
19-Dec,D02002,2015,1,8,1,1500000,1500000,2.9,D02
19-Dec,D02002,2015,1,8,1,1500000,1500000,2.9,D02
19-Dec,D02002,2015,1,9,1,1500000,1500000,2.9,D02
19-Dec,D02001,2015,1,6,1,4019000,1624428,2.9,D02
19-Dec,D02002,2015,1,9,1,1500000,1500000,2.9,D02
19-Dec,D02001,2015,1,6,1,3222000,3222000,2.9,D02
19-Dec,D01011,2015,1,1,1,4882890,4069090,2.9,D01
19-Dec,D01011,2015,1,1,1,2116256,1763656,2.9,D01
19-Dec,D01011,2015,1,1,1,10731142,4776759,2.9,D01
19-Dec,D01011,2015,1,1,1,4199039,3499239,2.9,D01
19-Dec,D01011,2015,1,1,1,8186192,3726682,2.9,D01
19-Dec,D01001,2015,1,1,1,2220000,1072560,2.9,D01
19-Dec,D02002,2015,1,9,1,1200000,1200000,2.9,D02
19-Dec,D02011,2015,1,6,1,9456091,9456091,2.9,D02
19-Dec,D01011,2015,1,1,1,3000000,2500000,2.9,D01
19-Dec,D02002,2015,1,8,1,1000000,1000000,2.9,D02
19-Dec,D01011,2015,1,1,1,2588605,1725805,2.9,D01
19-Dec,D02002,2015,1,9,1,1500000,1500000,2.9,D02
19-Dec,D01011,2015,1,1,1,3737753,2491953,2.9,D01
19-Dec,D01011,2015,1,1,1,2330000,166507,2.9,D01
19-Dec,D01011,2015,1,1,1,2296570,1567881,2.9,D01
19-Dec,D01011,2015,1,1,1,4267128,3639286,2.9,D01
19-Dec,D02002,2015,1,9,1,1500000,1500000,2.9,D02
19-Dec,D01011,2015,1,1,1,6497034,5590119,2.9,D01
19-Dec,D01011,2015,1,1,1,4438670,3736050,2.9,D01
19-Dec,D01011,2015,1,1,1,3483420,2903020,2.9,D01
19-Dec,D02002,2015,1,9,1,1500000,1500000,2.9,D02
19-Dec,D02002,2015,1,9,1,600000,600000,2.9,D02
19-Dec,D01011,2015,1,1,1,4926460,3284460,2.9,D01
19-Dec,D02002,2015,1,8,1,1500000,1500000,2.9,D02
19-Dec,D02011,2015,1,6,1,3868760,3818077,2.9,D02
19-Dec,D01011,2015,1,1,1,4734910,3985360,2.9,D01
19-Dec,D01011,2015,1,1,1,2160055,1509861,2.9,D01
19-Dec,D01011,2015,1,1,1,7347945,4389884,2.9,D01
19-Dec,D01011,2015,1,1,1,2956560,1971160,2.9,D01
19-Dec,D01011,2015,1,1,1,5544541,2957341,2.9,D01
19-Dec,D01011,2015,1,1,1,4186458,2858151,2.9,D01
19-Dec,D01011,2015,1,1,1,10359971,3333400,2.9,D01
19-Dec,D02002,2015,1,9,1,1000000,1000000,2.9,D02
19-Dec,D01011,2015,1,1,1,6673350,5691264,2.9,D01
19-Dec,D01011,2015,1,1,1,5096600,4168920,2.9,D01
19-Dec,D01011,2015,1,1,1,2876104,959224,2.9,D01
19-Dec,D01011,2015,1,1,1,3579530,2443642,2.9,D01
19-Dec,D01001,2015,1,1,1,3356000,3307768,2.9,D01
19-Dec,D01011,2015,1,1,1,6420850,5475996,2.9,D01
19-Dec,D01011,2015,1,1,1,8865352,7387952,2.9,D01
19-Dec,D02001,2015,1,6,1,4957000,4431600,2.9,D02
19-Dec,D01011,2015,1,1,1,11245637,998409,2.9,D01
19-Dec,D02002,2015,1,9,1,1000000,1000000,2.9,D02
19-Dec,D02001,2015,1,6,1,3992000,3314827,2.9,D02
19-Dec,D02001,2015,1,6,1,3410000,915379,2.9,D02
19-Dec,D02002,2015,1,8,1,1500000,1500000,2.9,D02
19-Dec,D02002,2015,1,9,1,1500000,1500000,2.9,D02
19-Dec,D02001,2015,1,6,1,4140000,3166695,2.9,D02
19-Dec,D01002,2015,1,1,1,1000000,1000000,2.9,D01
19-Dec,D01001,2015,1,1,1,5042000,5042000,2.9,D01
19-Dec,D01011,2015,1,1,1,7234250,1607930,2.9,D01
19-Dec,D01011,2015,1,1,1,5064020,3451976,2.9,D01
19-Dec,D01011,2015,1,1,1,3071990,2047628,2.9,D01
19-Dec,D02002,2015,1,8,1,1500000,1500000,2.9,D02
19-Dec,D02002,2015,1,8,1,1500000,1500000,2.9,D02
19-Dec,D02002,2015,1,8,1,500000,500000,2.9,D02
19-Dec,D02002,2015,1,8,1,1500000,1500000,2.9,D02
19-Dec,D02002,2015,1,9,1,900000,900000,2.9,D02
19-Dec,D02002,2015,1,9,1,1500000,1500000,2.9,D02
19-Dec,D01011,2015,1,1,1,2733898,1556631,2.9,D01
19-Dec,D01011,2015,1,1,1,2931456,2001298,2.9,D01
19-Dec,D02001,2015,1,6,1,1500000,900238,2.9,D02
19-Dec,D02011,2015,1,6,1,3414641,3414641,2.9,D02
19-Dec,D01011,2015,1,1,1,6968067,5942655,2.9,D01
19-Dec,D02002,2015,1,8,1,1000000,1000000,2.9,D02
19-Dec,D01011,2015,1,1,1,2919658,1946458,2.9,D01
19-Dec,D02001,2015,1,6,1,4242000,39758,2.9,D02
19-Dec,D01011,2015,1,1,1,3159230,2632830,2.9,D01
19-Dec,D01011,2015,1,1,1,8332987,2384867,2.9,D01
19-Dec,D01011,2015,1,1,1,3488738,2975440,2.9,D01
19-Dec,D01011,2015,1,1,1,5019766,3346566,2.9,D01
19-Dec,D01001,2015,1,1,1,3976000,3976000,2.9,D01
19-Dec,D02001,2015,1,6,1,4580000,4580000,2.9,D02
19-Dec,D02002,2015,1,8,1,1200000,1200000,2.9,D02
19-Dec,D01011,2015,1,1,1,6148610,439437,2.9,D01
19-Dec,D02002,2015,1,8,1,1500000,1500000,2.9,D02
19-Dec,D01011,2015,1,1,1,10294920,686440,2.9,D01
19-Dec,D01011,2015,1,1,1,3895693,3322522,2.9,D01
19-Dec,D01011,2015,1,1,1,7115912,4857972,2.9,D01
19-Dec,D01011,2015,1,1,1,2492378,1701548,2.9,D01
19-Dec,D02001,2015,1,6,1,2186283,2092883,2.9,D02
19-Dec,D01011,2015,1,1,1,3744710,3193740,2.9,D01
19-Dec,D01011,2015,1,1,1,6786220,2524220,2.9,D01
19-Dec,D02002,2015,1,8,1,700000,700000,2.9,D02
19-Dec,D02001,2015,1,6,1,4093500,1508325,2.9,D02
19-Dec,D02001,2015,1,6,1,1072000,752511,2.9,D02
19-Dec,D01002,2015,1,1,1,1000000,1000000,2.9,D01
19-Dec,D01011,2015,1,1,1,1846607,985327,2.9,D01
19-Dec,D02002,2015,1,8,1,500000,500000,2.9,D02
19-Dec,D02002,2015,1,9,1,1500000,1500000,2.9,D02
19-Dec,D01011,2015,1,1,1,2230000,1189520,2.9,D01
19-Dec,D01011,2015,1,1,1,1924690,1314100,2.9,D01
19-Dec,D01002,2015,1,1,1,1000000,485307,2.9,D01
19-Dec,D02011,2015,1,6,1,3895160,3895160,2.9,D02
19-Dec,D02001,2015,1,6,1,3792000,719847,2.9,D02
19-Dec,D02002,2015,1,9,1,1500000,1188705,2.9,D02
19-Dec,D01011,2015,1,1,1,530000,141480,2.9,D01
19-Dec,D02002,2015,1,8,1,1500000,1500000,2.9,D02
19-Dec,D01011,2015,1,1,1,9486883,6324683,2.9,D01
19-Dec,D01011,2015,1,1,1,1190179,991979,2.9,D01
19-Dec,D01011,2015,1,1,1,8010000,6675000,2.9,D01
19-Dec,D02002,2015,1,9,1,1500000,1306848,2.9,D02
19-Dec,D01011,2015,1,1,1,25244404,15988124,2.9,D01
19-Dec,D01011,2015,1,1,1,1617246,1261584,2.9,D01
19-Dec,D01011,2015,1,1,1,3773520,2515720,2.9,D01
19-Dec,D02002,2015,1,8,1,1500000,1500000,2.9,D02
19-Dec,D01011,2015,1,1,1,19752044,14606127,2.9,D01
19-Dec,D01011,2015,1,1,1,2764976,1843376,2.9,D01
19-Dec,D01002,2015,1,1,1,1000000,1000000,2.9,D01
19-Dec,D01011,2015,1,1,1,8600200,7525300,2.9,D01
19-Dec,D02002,2015,1,9,1,1500000,1500000,2.9,D02
19-Dec,D02002,2015,1,8,1,1500000,1500000,2.9,D02
19-Dec,D01011,2015,1,1,1,6658980,5549180,2.9,D01
19-Dec,D02002,2015,1,8,1,1000000,1000000,2.9,D02
19-Dec,D02001,2015,1,6,1,3288000,2004,2.9,D02
19-Dec,D02001,2015,1,6,1,415875,24446,2.9,D02
19-Dec,D02002,2015,1,8,1,1500000,1500000,2.9,D02
19-Dec,D02002,2015,1,8,1,966680,966680,2.9,D02
19-Dec,D02002,2015,1,8,1,500000,500000,2.9,D02
19-Dec,D01011,2015,1,1,1,2788975,2324175,2.9,D01
19-Dec,D01011,2015,1,1,1,5266577,3595529,2.9,D01
19-Dec,D01011,2015,1,1,1,5846810,3118490,2.9,D01
19-Dec,D01011,2015,1,1,1,1451410,990939,2.9,D01
19-Dec,D02002,2015,1,9,1,800000,800000,2.9,D02
19-Dec,D02002,2015,1,8,1,1500000,1500000,2.9,D02
19-Dec,D01011,2015,1,1,1,9089093,4847653,2.9,D01
19-Dec,D01011,2015,1,1,1,4197062,3579463,2.9,D01
19-Dec,D02001,2015,1,6,1,3716000,3716000,2.9,D02
19-Dec,D02002,2015,1,8,1,1500000,1500000,2.9,D02
19-Dec,D02001,2015,1,6,1,3436000,1566734,2.9,D02
19-Dec,D01002,2015,1,1,1,1000000,866720,2.9,D01
19-Dec,D01011,2015,1,1,1,10892200,7261600,2.9,D01
19-Dec,D01011,2015,1,1,1,1610000,107520,2.9,D01
19-Dec,D01011,2015,1,1,1,3029014,2524214,2.9,D01
